player_id,gsis_name,full_name,first_name,last_name,team,position,profile_id,profile_url,uniform_number,birthdate,college,height,weight,years_pro,status
00-0030560,J.Green,Justin Green,Justin,Green,UNK,UNK,2542255,http://www.nfl.com/player/justingreen/2542255/profile,,2/26/1991,Illinois,71,195,1,Unknown
00-0030563,B.Werner,Bjoern Werner,Bjoern,Werner,UNK,UNK,2540141,http://www.nfl.com/player/bjoernwerner/2540141/profile,92,8/30/1990,Florida State,75,255,3,Unknown
00-0030562,D.Trufant,Desmond Trufant,Desmond,Trufant,ATL,CB,2539334,http://www.nfl.com/player/desmondtrufant/2539334/profile,21,9/10/1990,Washington,72,190,4,Active
00-0025389,C.Johnson,Calvin Johnson,Calvin,Johnson,UNK,UNK,2495647,http://www.nfl.com/player/calvinjohnson/2495647/profile,81,9/29/1985,Georgia Tech,77,237,9,Unknown
00-0025388,J.Russell,JaMarcus Russell,JaMarcus,Russell,UNK,UNK,2507161,http://www.nfl.com/player/jamarcusrussell/2507161/profile,,8/9/1985,LSU,78,260,3,Unknown
00-0029383,C.Quarles,Cyhl Quarles,Cyhl,Quarles,UNK,UNK,2532982,http://www.nfl.com/player/cyhlquarles/2532982/profile,,4/6/1989,Wake Forest,75,212,1,Unknown
00-0029382,N.Provo,Nick Provo,Nick,Provo,UNK,UNK,2532932,http://www.nfl.com/player/nickprovo/2532932/profile,,10/4/1988,Syracuse,76,249,1,Unknown
00-0032976,"",Spencer Drango,Spencer,Drango,CLE,OG,2555144,http://www.nfl.com/player/spencerdrango/2555144/profile,66,10/15/1992,Baylor,78,315,,Active
00-0029384,B.Rainey,Bobby Rainey,Bobby,Rainey,NYG,RB,2534571,http://www.nfl.com/player/bobbyrainey/2534571/profile,43,10/16/1987,Western Kentucky,68,212,5,Active
00-0029389,P.Bates,Phil Bates,Phil,Bates,UNK,UNK,2535963,http://www.nfl.com/player/philbates/2535963/profile,89,9/20/1989,Ohio U.,73,220,1,Unknown
00-0029388,D.Thompson,Deonte Thompson,Deonte,Thompson,CHI,WR,2534436,http://www.nfl.com/player/deontethompson/2534436/profile,14,2/14/1989,Florida,72,205,4,Active
00-0019276,S.O'Hara,Shaun O'Hara,Shaun,O'Hara,UNK,UNK,2504034,http://www.nfl.com/player/shauno'hara/2504034/profile,,6/23/1977,Rutgers,75,303,11,Unknown
00-0020406,M.Gandy,Mike Gandy,Mike,Gandy,UNK,UNK,2504660,http://www.nfl.com/player/mikegandy/2504660/profile,,1/3/1979,Notre Dame,76,316,9,Unknown
00-0031782,"",Eli Rogers,Eli,Rogers,PIT,WR,2553737,http://www.nfl.com/player/elirogers/2553737/profile,17,12/23/1992,Louisville,70,187,2,Active
00-0031780,"",Micah Hatchie,Micah,Hatchie,UNK,UNK,2553772,http://www.nfl.com/player/micahhatchie/2553772/profile,,5/15/1992,Washington,77,304,,Unknown
00-0031785,"",Troy Hill,Troy,Hill,UNK,CB,2553536,http://www.nfl.com/player/troyhill/2553536/profile,32,8/29/1991,Oregon,70,182,1,Active
00-0026126,D.Roach,David Roach,David,Roach,UNK,UNK,2303,http://www.nfl.com/player/davidroach/2303/profile,,8/9/1985,Texas Christian,74,216,3,Unknown
00-0026123,E.Moore,Evan Moore,Evan,Moore,UNK,UNK,2688,http://www.nfl.com/player/evanmoore/2688/profile,,1/3/1985,Stanford,78,250,5,Unknown
00-0026121,L.Hamilton,Lynell Hamilton,Lynell,Hamilton,UNK,UNK,2507459,http://www.nfl.com/player/lynellhamilton/2507459/profile,,8/5/1985,San Diego State,72,235,4,Unknown
00-0027839,K.Weston,Kade Weston,Kade,Weston,UNK,UNK,1037911,http://www.nfl.com/player/kadeweston/1037911/profile,,11/29/1986,Georgia,77,315,3,Unknown
00-0027838,B.Deaderick,Brandon Deaderick,Brandon,Deaderick,UNK,UNK,496778,http://www.nfl.com/player/brandondeaderick/496778/profile,61,8/19/1987,Alabama,76,305,6,Unknown
00-0019310,R.Lindell,Rian Lindell,Rian,Lindell,UNK,UNK,2504046,http://www.nfl.com/player/rianlindell/2504046/profile,4,1/20/1977,Washington State,75,227,14,Unknown
00-0027833,D.Worthington,Doug Worthington,Doug,Worthington,UNK,UNK,496889,http://www.nfl.com/player/dougworthington/496889/profile,92,8/10/1987,Ohio State,77,318,3,Unknown
00-0027832,D.Howard,David Howard,David,Howard,UNK,UNK,2508070,http://www.nfl.com/player/davidhoward/2508070/profile,,8/31/1987,Brown,75,304,2,Unknown
00-0027831,K.Conner,Kavell Conner,Kavell,Conner,UNK,UNK,496915,http://www.nfl.com/player/kavellconner/496915/profile,53,2/23/1987,Clemson,72,245,6,Unknown
00-0027830,S.Canfield,Sean Canfield,Sean,Canfield,UNK,UNK,497104,http://www.nfl.com/player/seancanfield/497104/profile,,11/12/1986,Oregon State,76,223,3,Unknown
00-0027837,R.Fisher,Ray Fisher,Ray,Fisher,UNK,UNK,2508071,http://www.nfl.com/player/rayfisher/2508071/profile,,9/12/1987,Indiana,69,185,1,Unknown
00-0027836,J.Konz,Jameson Konz,Jameson,Konz,UNK,UNK,1037906,http://www.nfl.com/player/jamesonkonz/1037906/profile,82,7/2/1986,Kent State,75,234,3,Unknown
00-0027835,K.Coleman,Kurt Coleman,Kurt,Coleman,CAR,FS,494261,http://www.nfl.com/player/kurtcoleman/494261/profile,20,4/1/1988,Ohio State,71,200,7,Active
00-0026417,J.Nading,Jesse Nading,Jesse,Nading,UNK,UNK,2507511,http://www.nfl.com/player/jessenading/2507511/profile,,7/3/1985,Colorado State,77,257,5,Unknown
00-0005058,A.Faneca,Alan Faneca,Alan,Faneca,UNK,UNK,2500587,http://www.nfl.com/player/alanfaneca/2500587/profile,,12/7/1976,LSU,77,316,13,Unknown
00-0024418,L.Ramsey,LaJuan Ramsey,LaJuan,Ramsey,UNK,UNK,2506970,http://www.nfl.com/player/lajuanramsey/2506970/profile,,3/19/1984,USC,75,300,4,Unknown
00-0031951,"",James O'Shaughnessy,James,O'Shaughnessy,KC,TE,2553318,http://www.nfl.com/player/jameso'shaughnessy/2553318/profile,80,1/14/1992,Illinois State,76,245,2,Active
00-0024410,K.Golston,Kedric Golston,Kedric,Golston,WAS,DE,2506964,http://www.nfl.com/player/kedricgolston/2506964/profile,64,5/30/1983,Georgia,76,330,11,Active
00-0024413,C.Johnson,Charlie Johnson,Charlie,Johnson,UNK,UNK,2506966,http://www.nfl.com/player/charliejohnson/2506966/profile,74,5/2/1984,Oklahoma State,76,305,9,Unknown
00-0024414,T.Reed,Tyler Reed,Tyler,Reed,UNK,UNK,2506967,http://www.nfl.com/player/tylerreed/2506967/profile,,10/6/1982,Penn State,77,305,3,Unknown
00-0023803,R.Ortiz,Robert Ortiz,Robert,Ortiz,UNK,UNK,2506647,http://www.nfl.com/player/robertortiz/2506647/profile,,5/30/1983,San Diego State,73,188,1,Unknown
00-0024417,S.Koch,Sam Koch,Sam,Koch,BAL,P,2506969,http://www.nfl.com/player/samkoch/2506969/profile,4,8/13/1982,Nebraska,73,222,11,Active
00-0030369,E.Harper,Eric Harper,Eric,Harper,UNK,UNK,2541982,http://www.nfl.com/player/ericharper/2541982/profile,,10/29/1987,Grambling State,75,240,1,Unknown
00-0030368,C.Casey,Chance Casey,Chance,Casey,UNK,UNK,2541970,http://www.nfl.com/player/chancecasey/2541970/profile,6,3/11/1991,Baylor,71,190,1,Unknown
00-0019863,D.Rhodes,Dominic Rhodes,Dominic,Rhodes,UNK,UNK,2504378,http://www.nfl.com/player/dominicrhodes/2504378/profile,,1/17/1979,Midwestern State,69,203,10,Unknown
00-0030363,G.Castillo,Greg Castillo,Greg,Castillo,UNK,UNK,2541971,http://www.nfl.com/player/gregcastillo/2541971/profile,,5/3/1990,Iowa,71,187,,Unknown
00-0030362,"",Risean Broussard,Risean,Broussard,UNK,UNK,2541964,http://www.nfl.com/player/riseanbroussard/2541964/profile,,//,Hinds CC MS,74,280,,Unknown
00-0030360,A.Kanneh,Abdul Kanneh,Abdul,Kanneh,UNK,UNK,2541997,http://www.nfl.com/player/abdulkanneh/2541997/profile,,9/9/1990,New Mexico Highlands,70,185,,Unknown
00-0030367,C.TerBush,Caleb TerBush,Caleb,TerBush,UNK,UNK,2542035,http://www.nfl.com/player/calebterbush/2542035/profile,,1/5/1990,Purdue,77,225,,Unknown
00-0022711,B.Chillar,Brandon Chillar,Brandon,Chillar,UNK,UNK,2505915,http://www.nfl.com/player/brandonchillar/2505915/profile,,10/21/1982,UCLA,75,237,7,Unknown
00-0022710,N.Koutouvides,Niko Koutouvides,Niko,Koutouvides,UNK,UNK,2505914,http://www.nfl.com/player/nikokoutouvides/2505914/profile,,3/25/1981,Purdue,74,245,10,Unknown
00-0022713,R.Colclough,Ricardo Colclough,Ricardo,Colclough,UNK,UNK,2505917,http://www.nfl.com/player/ricardocolclough/2505917/profile,,9/26/1983,Tusculum,71,194,6,Unknown
00-0022712,V.Wilfork,Vince Wilfork,Vince,Wilfork,HOU,NT,2505916,http://www.nfl.com/player/vincewilfork/2505916/profile,75,11/4/1981,Miami (Fla.),74,325,13,Active
00-0022714,K.Wilson,Kris Wilson,Kris,Wilson,UNK,UNK,2505918,http://www.nfl.com/player/kriswilson/2505918/profile,,8/22/1981,Pittsburgh,74,245,8,Unknown
00-0009173,P.Kerney,Patrick Kerney,Patrick,Kerney,UNK,UNK,2501602,http://www.nfl.com/player/patrickkerney/2501602/profile,,12/30/1976,Virginia,77,272,11,Unknown
00-0030099,"",William Campbell,William,Campbell,UNK,UNK,2540319,http://www.nfl.com/player/williamcampbell/2540319/profile,62,7/6/1991,Michigan,76,311,1,Unknown
00-0030098,D.Hopkins,Dustin Hopkins,Dustin,Hopkins,WAS,K,2539227,http://www.nfl.com/player/dustinhopkins/2539227/profile,3,10/1/1990,Florida State,74,206,3,Active
00-0030095,C.Fuller,Corey Fuller,Corey,Fuller,DET,WR,2540261,http://www.nfl.com/player/coreyfuller/2540261/profile,10,6/23/1990,Virginia Tech,74,200,3,PUP
00-0030094,E.Kush,Eric Kush,Eric,Kush,CHI,C,2541312,http://www.nfl.com/player/erickush/2541312/profile,,9/9/1989,California (PA),76,313,4,Active
00-0030097,"",David Quessenberry,David,Quessenberry,UNK,UNK,2539301,http://www.nfl.com/player/davidquessenberry/2539301/profile,77,8/24/1990,San Jose State,77,306,3,Unknown
00-0030096,V.Painter,Vinston Painter,Vinston,Painter,UNK,UNK,2540255,http://www.nfl.com/player/vinstonpainter/2540255/profile,70,10/11/1989,Virginia Tech,76,310,2,Unknown
00-0030091,T.King,Tavarres King,Tavarres,King,NYG,WR,2539235,http://www.nfl.com/player/tavarresking/2539235/profile,15,7/14/1990,Georgia,73,200,3,Active
00-0030090,M.Hyde,Micah Hyde,Micah,Hyde,GB,SS,2539240,http://www.nfl.com/player/micahhyde/2539240/profile,33,12/31/1990,Iowa,72,197,4,Active
00-0030093,J.Boyd,Josh Boyd,Josh,Boyd,UNK,UNK,2539263,http://www.nfl.com/player/joshboyd/2539263/profile,93,8/3/1989,Mississippi State,75,310,3,Unknown
00-0030092,S.Martin,Sam Martin,Sam,Martin,DET,P,2541311,http://www.nfl.com/player/sammartin/2541311/profile,6,2/27/1990,Appalachian State,73,211,4,Active
00-0020245,M.Vick,Mike Vick,Mike,Vick,UNK,UNK,2504531,http://www.nfl.com/player/mikevick/2504531/profile,2,6/26/1980,Virginia Tech,72,210,15,Unknown
00-0014375,J.Saturday,Jeff Saturday,Jeff,Saturday,UNK,UNK,2502838,http://www.nfl.com/player/jeffsaturday/2502838/profile,,6/18/1975,North Carolina,74,295,14,Unknown
00-0010500,D.Mason,Derrick Mason,Derrick,Mason,UNK,UNK,2501898,http://www.nfl.com/player/derrickmason/2501898/profile,,1/17/1974,Michigan State,70,197,15,Unknown
00-0031418,A.Seferian-Jenkins,Austin Seferian-Jenkins,Austin,Seferian-Jenkins,TB,TE,2543683,http://www.nfl.com/player/austinseferian-jenkins/2543683/profile,87,9/29/1992,Washington,77,262,3,Active
00-0031419,K.Fogg,Kevin Fogg,Kevin,Fogg,UNK,UNK,2550847,http://www.nfl.com/player/kevinfogg/2550847/profile,30,10/6/1990,Liberty,70,185,1,Unknown
00-0031412,S.Tuitt,Stephon Tuitt,Stephon,Tuitt,PIT,DE,2543483,http://www.nfl.com/player/stephontuitt/2543483/profile,91,5/23/1993,Notre Dame,78,303,3,Active
00-0031413,B.Sankey,Bishop Sankey,Bishop,Sankey,UNK,UNK,2543682,http://www.nfl.com/player/bishopsankey/2543682/profile,20,9/15/1992,Washington,70,209,2,Unknown
00-0031410,"",Xavier Su'a-Filo,Xavier,Su'a-Filo,HOU,G,2543666,http://www.nfl.com/player/xaviersu'a-filo/2543666/profile,71,1/1/1991,UCLA,76,307,3,Active
00-0031411,"",Demarcus Lawrence,Demarcus,Lawrence,DAL,DE,2543490,http://www.nfl.com/player/demarcuslawrence/2543490/profile,90,4/28/1992,Boise State,75,270,3,Unknown
00-0031417,"",Ja'Wuan James,Ja'Wuan,James,MIA,T,2543755,http://www.nfl.com/player/ja'wuanjames/2543755/profile,70,6/3/1992,Tennessee,78,307,3,Active
00-0031414,D.McDougle,Dexter McDougle,Dexter,McDougle,UNK,UNK,2543608,http://www.nfl.com/player/dextermcdougle/2543608/profile,23,4/8/1991,Maryland,70,195,2,Unknown
00-0031415,J.Hall,Jordan Hall,Jordan,Hall,UNK,UNK,2550845,http://www.nfl.com/player/jordanhall/2550845/profile,49,7/2/1991,Ohio State,69,191,,Unknown
00-0032208,"",Phillip Dorsett,Phillip,Dorsett,IND,WR,2552424,http://www.nfl.com/player/phillipdorsett/2552424/profile,15,1/5/1993,Miami (Fla.),70,185,2,Active
00-0032209,"",T.J. Yeldon,T.J.,Yeldon,JAC,RB,2552471,http://www.nfl.com/player/t.j.yeldon/2552471/profile,24,10/2/1993,Alabama,73,223,2,Active
00-0032203,"",Andrus Peat,Andrus,Peat,NO,OG,2552455,http://www.nfl.com/player/andruspeat/2552455/profile,75,11/4/1993,Stanford,79,316,2,Active
00-0032200,"",Ty Montgomery,Ty,Montgomery,GB,WR,2552429,http://www.nfl.com/player/tymontgomery/2552429/profile,88,1/22/1993,Stanford,72,216,2,Active
00-0032201,"",Ben Heeney,Ben,Heeney,OAK,OLB,2552306,http://www.nfl.com/player/benheeney/2552306/profile,50,5/13/1992,Kansas,72,230,2,Active
00-0032204,"",Chaz Green,Chaz,Green,DAL,OT,2552666,http://www.nfl.com/player/chazgreen/2552666/profile,79,4/8/1992,Florida,77,318,2,Active
00-0032205,"",Neiron Ball,Neiron,Ball,OAK,OLB,2552680,http://www.nfl.com/player/neironball/2552680/profile,58,8/20/1992,Florida,75,235,2,InjuredReserve
00-0032800,"",Jonathan Woodard,Jonathan,Woodard,JAC,DE,2556377,http://www.nfl.com/player/jonathanwoodard/2556377/profile,66,9/19/1993,Central Arkansas,77,271,,PUP
00-0032802,"",Steven Daniels,Steven,Daniels,WAS,ILB,2555521,http://www.nfl.com/player/stevendaniels/2555521/profile,53,12/12/1992,Boston College,71,245,,InjuredReserve
00-0032803,"",Jalen Mills,Jalen,Mills,PHI,FS,2555383,http://www.nfl.com/player/jalenmills/2555383/profile,31,4/6/1994,LSU,72,191,,Active
00-0032804,"",Daniel Lasco,Daniel,Lasco,NO,RB,2555219,http://www.nfl.com/player/daniellasco/2555219/profile,36,10/9/1992,California,73,205,,Active
00-0032805,"",Alex McCalister,Alex,McCalister,PHI,DE,2555510,http://www.nfl.com/player/alexmccalister/2555510/profile,50,10/17/1993,Florida,78,239,,InjuredReserve
00-0032806,"",Keith Marshall,Keith,Marshall,WAS,RB,2555459,http://www.nfl.com/player/keithmarshall/2555459/profile,39,2/16/1994,Georgia,71,222,,InjuredReserve
00-0032807,"",Clayton Fejedelem,Clayton,Fejedelem,CIN,SAF,2555355,http://www.nfl.com/player/claytonfejedelem/2555355/profile,42,6/2/1993,Illinois,72,205,,Active
00-0032809,"",Joe Walker,Joe,Walker,PHI,ILB,2556192,http://www.nfl.com/player/joewalker/2556192/profile,59,12/11/1992,Oregon,74,236,,InjuredReserve
00-0020653,K.Pearson,Kalvin Pearson,Kalvin,Pearson,UNK,UNK,2504821,http://www.nfl.com/player/kalvinpearson/2504821/profile,,10/22/1978,Grambling State,70,200,6,Unknown
00-0031571,"",Clayton Geathers,Clayton,Geathers,IND,SS,2552386,http://www.nfl.com/player/claytongeathers/2552386/profile,26,6/1/1992,Central Florida,74,220,2,Active
00-0031570,"",Justin Hardy,Justin,Hardy,ATL,WR,2552418,http://www.nfl.com/player/justinhardy/2552418/profile,16,12/18/1991,East Carolina,70,192,2,Active
00-0031573,"",Tre Jackson,Tre,Jackson,NE,OG,2553440,http://www.nfl.com/player/trejackson/2553440/profile,63,12/14/1992,Florida State,76,320,2,PUP
00-0031572,"",T.J. Clemmings,T.J.,Clemmings,MIN,OT,2552365,http://www.nfl.com/player/t.j.clemmings/2552365/profile,68,11/18/1991,Pittsburgh,77,309,2,Active
00-0031575,"",Jamil Douglas,Jamil,Douglas,UNK,UNK,2552339,http://www.nfl.com/player/jamildouglas/2552339/profile,75,2/28/1992,Arizona State,76,310,,Unknown
00-0031574,"",Gabe Wright,Gabe,Wright,UNK,UNK,2552282,http://www.nfl.com/player/gabewright/2552282/profile,90,4/3/1992,Auburn,75,305,,Unknown
00-0031577,"",Javorius Allen,Javorius,Allen,BAL,RB,2552631,http://www.nfl.com/player/javoriusallen/2552631/profile,37,8/27/1991,USC,72,222,2,Active
00-0031576,"",Za'Darius Smith,Za'Darius,Smith,BAL,LB,2552279,http://www.nfl.com/player/za'dariussmith/2552279/profile,90,9/8/1992,Kentucky,76,275,2,Active
00-0031579,"",Terry Poole,Terry,Poole,SEA,OT,2552348,http://www.nfl.com/player/terrypoole/2552348/profile,69,2/27/1992,San Diego State,77,300,2,InjuredReserve
00-0031578,"",Jake Ryan,Jake,Ryan,GB,ILB,2552314,http://www.nfl.com/player/jakeryan/2552314/profile,47,2/27/1992,Michigan,74,240,2,Active
00-0027536,E.Reid,E.J. Reid,E.J.,Reid,UNK,UNK,2508001,http://www.nfl.com/player/e.j.reid/2508001/profile,,9/14/1986,Mary,74,320,1,Unknown
00-0025599,C.Brown,Courtney Brown,Courtney,Brown,UNK,UNK,2507241,http://www.nfl.com/player/courtneybrown/2507241/profile,,2/10/1984,Cal Poly-S.L.O.,73,204,4,Unknown
00-0025592,J.Palmer,Jordan Palmer,Jordan,Palmer,UNK,UNK,2507237,http://www.nfl.com/player/jordanpalmer/2507237/profile,5,5/30/1984,Texas-El Paso,77,230,6,Unknown
00-0027532,J.Ross,Jay Ross,Jay,Ross,UNK,UNK,496847,http://www.nfl.com/player/jayross/496847/profile,,10/3/1987,East Carolina,75,319,1,Unknown
00-0025591,J.Ford,Jacob Ford,Jacob,Ford,UNK,UNK,2495604,http://www.nfl.com/player/jacobford/2495604/profile,,7/20/1983,Central Arkansas,76,252,5,Unknown
00-0025596,C.Hilliard,Corey Hilliard,Corey,Hilliard,UNK,UNK,2495632,http://www.nfl.com/player/coreyhilliard/2495632/profile,,4/26/1985,Oklahoma State,78,300,7,Unknown
00-0025597,J.Kent,Jordan Kent,Jordan,Kent,UNK,UNK,2507239,http://www.nfl.com/player/jordankent/2507239/profile,,7/24/1984,Oregon,76,219,4,Unknown
00-0025594,P.Burgess,Prescott Burgess,Prescott,Burgess,UNK,UNK,2495569,http://www.nfl.com/player/prescottburgess/2495569/profile,,3/6/1984,Michigan,75,253,5,Unknown
00-0026719,M.Lucky,Marlon Lucky,Marlon,Lucky,UNK,UNK,71371,http://www.nfl.com/player/marlonlucky/71371/profile,,2/28/1986,Nebraska,71,218,1,Unknown
00-0026715,G.Williams,Garry Williams,Garry,Williams,UNK,UNK,2507669,http://www.nfl.com/player/garrywilliams/2507669/profile,65,8/20/1986,Kentucky,75,315,6,Unknown
00-0026714,N.Sundberg,Nick Sundberg,Nick,Sundberg,WAS,LS,2507668,http://www.nfl.com/player/nicksundberg/2507668/profile,57,7/29/1987,California,72,245,7,Active
00-0026716,Q.Cosby,Quan Cosby,Quan,Cosby,UNK,UNK,81815,http://www.nfl.com/player/quancosby/81815/profile,,12/23/1982,Texas,69,195,4,Unknown
00-0026711,J.Lee,Jamall Lee,Jamall,Lee,UNK,UNK,2507666,http://www.nfl.com/player/jamalllee/2507666/profile,,3/13/1987,Bishop,73,225,1,Unknown
00-0026713,A.Scirrotto,Anthony Scirrotto,Anthony,Scirrotto,UNK,UNK,2525170,http://www.nfl.com/player/anthonyscirrotto/2525170/profile,,10/21/1986,Penn State,72,202,1,Unknown
00-0026712,B.Miller,Brit Miller,Brit,Miller,UNK,UNK,2507667,http://www.nfl.com/player/britmiller/2507667/profile,,9/15/1986,Illinois,73,253,4,Unknown
00-0029260,L.James,LaMichael James,LaMichael,James,UNK,UNK,2533036,http://www.nfl.com/player/lamichaeljames/2533036/profile,27,10/22/1989,Oregon,69,200,4,Unknown
00-0029261,C.Hayward,Casey Hayward,Casey,Hayward,SD,DB,2532861,http://www.nfl.com/player/caseyhayward/2532861/profile,26,9/9/1989,Vanderbilt,71,192,5,Active
00-0029262,R.Randle,Rueben Randle,Rueben,Randle,UNK,UNK,2533533,http://www.nfl.com/player/ruebenrandle/2533533/profile,82,5/7/1991,LSU,74,208,4,Unknown
00-0029263,R.Wilson,Russell Wilson,Russell,Wilson,SEA,QB,2532975,http://www.nfl.com/player/russellwilson/2532975/profile,3,11/29/1988,Wisconsin,71,215,5,Active
00-0029264,B.Pierce,Bernard Pierce,Bernard,Pierce,UNK,UNK,2533545,http://www.nfl.com/player/bernardpierce/2533545/profile,30,5/10/1991,Temple,72,222,4,Unknown
00-0029265,D.Bentley,Dwight Bentley,Dwight,Bentley,UNK,UNK,2533024,http://www.nfl.com/player/dwightbentley/2533024/profile,41,5/16/1989,Louisiana-Lafayette,70,188,4,Unknown
00-0029266,J.Hughes,John Hughes,John,Hughes,CLE,DE,2533451,http://www.nfl.com/player/johnhughes/2533451/profile,93,4/27/1988,Cincinnati,74,320,5,Active
00-0029267,J.Hosley,Jayron Hosley,Jayron,Hosley,UNK,UNK,2533061,http://www.nfl.com/player/jayronhosley/2533061/profile,28,9/18/1990,Virginia Tech,70,178,4,Unknown
00-0029268,G.Gradkowski,Gino Gradkowski,Gino,Gradkowski,CAR,C,2534764,http://www.nfl.com/player/ginogradkowski/2534764/profile,66,11/5/1988,Delaware,75,300,5,Active
00-0029269,T.Benjamin,Travis Benjamin,Travis,Benjamin,SD,WR,2532790,http://www.nfl.com/player/travisbenjamin/2532790/profile,12,12/29/1989,Miami (Fla.),70,175,5,Active
00-0030958,B.Malena,Ben Malena,Ben,Malena,UNK,UNK,2550371,http://www.nfl.com/player/benmalena/2550371/profile,,5/29/1992,Texas A&M,68,200,1,Unknown
00-0030959,C.Mandell,Cody Mandell,Cody,Mandell,UNK,UNK,2550372,http://www.nfl.com/player/codymandell/2550372/profile,,4/7/1992,Alabama,76,215,,Unknown
00-0025629,K.Dawson,Keyunta Dawson,Keyunta,Dawson,UNK,UNK,2507255,http://www.nfl.com/player/keyuntadawson/2507255/profile,55,9/13/1985,Texas Tech,75,258,7,Unknown
00-0025624,A.Ball,Alan Ball,Alan,Ball,UNK,UNK,2507253,http://www.nfl.com/player/alanball/2507253/profile,24,3/29/1985,Illinois,74,195,8,Unknown
00-0025626,C.Ah You,C.J. Ah You,C.J. Ah,You,UNK,UNK,2495527,http://www.nfl.com/player/c.j.ahyou/2495527/profile,,7/7/1982,Oklahoma,76,265,4,Unknown
00-0025627,B.Siler,Brandon Siler,Brandon,Siler,UNK,UNK,2507254,http://www.nfl.com/player/brandonsiler/2507254/profile,,12/5/1985,Florida,74,239,6,Unknown
00-0025620,C.Williams,Chandler Williams,Chandler,Williams,UNK,UNK,2507252,http://www.nfl.com/player/chandlerwilliams/2507252/profile,,8/9/1985,Florida International,71,176,4,Unknown
00-0025621,S.Steptoe,Syndric Steptoe,Syndric,Steptoe,UNK,UNK,2495751,http://www.nfl.com/player/syndricsteptoe/2495751/profile,,12/6/1984,Arizona,69,200,3,Unknown
00-0025622,C.Stuckey,Chansi Stuckey,Chansi,Stuckey,UNK,UNK,2495753,http://www.nfl.com/player/chansistuckey/2495753/profile,,10/4/1983,Clemson,72,196,5,Unknown
00-0022483,J.Rader,Jason Rader,Jason,Rader,UNK,UNK,2505812,http://www.nfl.com/player/jasonrader/2505812/profile,,4/12/1981,Marshall,76,263,3,Unknown
00-0022484,J.Foschi,J.P. Foschi,J.P.,Foschi,UNK,UNK,2505813,http://www.nfl.com/player/j.p.foschi/2505813/profile,,5/19/1982,Georgia Tech,75,265,5,Unknown
00-0033038,"",Eric Murray,Eric,Murray,KC,CB,2555173,http://www.nfl.com/player/ericmurray/2555173/profile,21,1/7/1994,Minnesota,71,199,,Active
00-0033039,"",Christian Westerman,Christian,Westerman,CIN,OG,2555131,http://www.nfl.com/player/christianwesterman/2555131/profile,63,2/23/1993,Arizona State,75,300,,Active
00-0033037,"",Adolphus Washington,Adolphus,Washington,BUF,DT,2555235,http://www.nfl.com/player/adolphuswashington/2555235/profile,92,11/24/1992,Ohio State,76,295,,Active
00-0033033,"",Jordan Rigsbee,Jordan,Rigsbee,CAR,OG,2556886,http://www.nfl.com/player/jordanrigsbee/2556886/profile,72,3/5/1993,California,76,315,,InjuredReserve
00-0031053,J.Saunders,Jalen Saunders,Jalen,Saunders,UNK,UNK,2543745,http://www.nfl.com/player/jalensaunders/2543745/profile,,9/30/1992,Oklahoma,69,165,2,Unknown
00-0021297,J.Hartwig,Justin Hartwig,Justin,Hartwig,UNK,UNK,2505164,http://www.nfl.com/player/justinhartwig/2505164/profile,,11/21/1978,Kansas,77,312,9,Unknown
00-0021296,J.O'Sullivan,J.T. O'Sullivan,J.T.,O'Sullivan,UNK,UNK,2505163,http://www.nfl.com/player/j.t.o'sullivan/2505163/profile,,8/25/1979,California-Davis,74,232,9,Unknown
00-0028450,V.Agnew,Vince Agnew,Vince,Agnew,UNK,UNK,2530745,http://www.nfl.com/player/vinceagnew/2530745/profile,,12/28/1987,Central Michigan,70,196,1,Unknown
00-0029848,N.Williams,Nick Williams,Nick,Williams,UNK,UNK,2540279,http://www.nfl.com/player/nickwilliams/2540279/profile,15,11/23/1990,Connecticut,70,184,1,Unknown
00-0029849,"",Tevita Stevens,Tevita,Stevens,UNK,UNK,2541598,http://www.nfl.com/player/tevitastevens/2541598/profile,62,7/4/1987,Utah,73,302,1,Unknown
00-0028451,B.Brackett,Brett Brackett,Brett,Brackett,UNK,UNK,2530754,http://www.nfl.com/player/brettbrackett/2530754/profile,87,12/13/1987,Penn State,77,246,3,Unknown
00-0029844,J.Staples,Justin Staples,Justin,Staples,UNK,UNK,2541597,http://www.nfl.com/player/justinstaples/2541597/profile,57,12/10/1989,Illinois,76,245,2,Unknown
00-0029847,M.Wallace,Martin Wallace,Martin,Wallace,UNK,UNK,2541604,http://www.nfl.com/player/martinwallace/2541604/profile,77,4/22/1990,Temple,78,330,2,Unknown
00-0029840,C.Hauptmann,Caylin Hauptmann,Caylin,Hauptmann,UNK,UNK,2539996,http://www.nfl.com/player/caylinhauptmann/2539996/profile,68,7/10/1991,Florida International,75,305,2,Unknown
00-0029842,D.Kruger,Dave Kruger,Dave,Kruger,UNK,UNK,2541591,http://www.nfl.com/player/davekruger/2541591/profile,,5/17/1990,Utah,77,285,,Unknown
00-0029843,C.Roberson,Cordell Roberson,Cordell,Roberson,UNK,UNK,2541596,http://www.nfl.com/player/cordellroberson/2541596/profile,16,12/3/1990,Stephen F. Austin St.,76,205,1,Unknown
00-0027442,F.Zombo,Frank Zombo,Frank,Zombo,KC,OLB,2507948,http://www.nfl.com/player/frankzombo/2507948/profile,51,3/5/1987,Central Michigan,75,254,7,Active
